file,spectral_centroid,zcr,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12
1073_089.wav,626.036244216642,0.09909572849025974,-310.99866,131.77963,-13.999584,-2.468176,-33.252377,-4.692565,-19.21368,-6.7418942,-10.360114,-12.597195,-15.129205,-8.698348,-14.496929,-12.213401,-16.642172,-9.583569,-9.297307,-6.911824,-12.156201,-12.173081,-7.9546614,4.33857,19.95089,26.85738,15.953197,-2.4494746,-7.347289,-0.23523791,-2.6975098,-8.808926,-6.6620235,-0.5284833,-3.7671437,-8.265811,-4.8905935,-4.3633175,-8.724826,-5.6606245,-2.6403778,-4.985192,0.026742093,0.041321862,0.21653391,0.27699405,0.069334544,0.039726526,0.11617541,0.50066215,0.83825415,0.32551122,0.060224943,0.029180607
0742_028.wav,741.3326824340235,0.12656471946022727,-431.5483,104.69878,16.669043,-17.035833,-29.076796,-12.321421,-26.261988,-21.847761,-19.700176,-6.1688356,-5.7088275,-1.0139794,-11.905863,-7.054846,-13.2499,-6.9820237,-8.25454,-11.001361,-7.325099,0.03853451,13.144988,21.830387,13.139313,-1.9306197,-11.569146,-4.2970123,-1.3305854,-6.398834,-8.84234,-1.8046608,-1.774908,-5.8343964,-5.4471326,-1.1957839,-6.971881,-7.658548,-2.1066034,-5.2299075,-6.518623,-2.4451556,0.16083406,0.11154034,0.095674515,0.07479769,0.09332094,0.10536251,0.09009895,0.104048036,0.16243722,0.49651816,0.7985146,0.42427695
2654_028.wav,760.0171564659526,0.11357421875,-224.8595,107.77037,-29.537762,24.57726,-30.34642,-16.809998,-29.462793,3.5023797,-20.875372,-4.4354815,-8.889855,-7.1064625,-8.82524,-11.630376,-11.775706,-10.671778,-7.6478295,-12.914474,-10.311914,-10.682026,-9.712921,0.6013907,11.068544,17.77778,11.204434,6.644668,0.26971424,-4.6806626,-5.949711,-4.2818832,-3.372893,-6.320693,-6.7865977,-3.9035583,-5.0000753,-8.091529,-5.0974965,-4.5160913,-7.032989,-6.8076267,0.05657826,0.08563253,0.22076252,0.27569652,0.21557334,0.1691234,0.19046287,0.38485795,0.526922,0.435147,0.2667142,0.08606119
3701_029.wav,852.068353969992,0.1019287109375,-259.0072,98.811035,0.7293849,-7.746927,-20.583073,-5.370735,-13.634908,-6.1241956,-3.342671,-10.876769,-12.620018,-6.5530434,-13.738411,-8.962927,-12.323157,-7.5435424,-11.574692,-6.7122407,-10.451065,-5.382394,-7.3615937,-4.3727255,-7.571639,-6.2679768,-7.020814,-4.1537027,-7.7187214,-5.3182654,-7.8128266,-6.368617,-8.750668,-7.1782036,-4.4411416,0.006879582,3.062491,4.7036386,4.026002,4.3583713,6.4453173,7.8737926,0.45868915,0.42827612,0.34613526,0.22390617,0.18666819,0.26579928,0.28761557,0.23823045,0.21149711,0.192401,0.34534818,0.5393562
0139_028.wav,1123.0967962559182,0.15886826402559054,-347.74527,51.418015,24.761942,14.003953,-34.219967,-2.8497655,-30.406828,0.25371292,-17.44732,-10.653911,-11.527502,-9.038562,-9.937148,-8.741968,-6.8705616,-11.659584,-6.744305,-10.212464,-10.142181,-6.71251,-16.46772,-5.8397336,-3.4092953,8.25749,20.998121,14.501067,3.140767,-1.2039388,-3.3109176,-3.0732722,-6.5849795,-5.9551735,-2.79945,-4.226993,-5.568194,-4.007188,-1.3286014,-2.9648476,-5.5309706,-3.4141269,0.18204698,0.25852105,0.22374935,0.17076024,0.1360489,0.19325483,0.4624902,0.6983722,0.37122986,0.121819556,0.08918344,0.08785097
0330_061.wav,925.3315264680978,0.13708289194915255,-167.51126,79.62977,11.632087,-24.554747,-60.002293,-3.702524,-31.265524,-2.0019765,-24.811502,-4.701847,-17.47799,-7.978274,-17.652414,-14.897583,-12.973542,-0.46818262,5.1737227,23.562052,16.473827,6.3639073,-2.5342457,-0.82311994,-1.9525251,-8.5178,-6.986397,-2.779771,-4.7635756,-11.219537,-5.4370003,-6.507165,-8.398418,-6.661258,-0.80150515,2.1479292,4.387572,3.5092254,-0.19390455,-1.603659,-3.9477844,-0.8919833,0.34553996,0.6062138,0.5236382,0.17659299,0.070149206,0.1198936,0.08243014,0.06335339,0.11105818,0.1208188,0.18761852,0.19012572
4151_096.wav,882.4028155706814,0.12976205477150538,-165.70337,80.54123,17.364012,22.646114,-33.902477,-15.430504,-26.318277,-25.283358,-0.64451605,-12.912336,-6.519497,-7.545241,-11.5904045,-5.5065184,-10.686058,-5.631944,-8.226359,-8.281394,-7.9550643,-6.1274786,-9.117598,-7.07749,-8.739984,-5.2662797,-8.769952,-5.604265,-7.8826823,-6.3909035,-5.610212,-5.83694,-3.393527,-2.6596098,-0.45110744,5.9188304,9.55077,10.408648,3.273332,1.0152831,-0.4433449,2.2958546,0.4791368,0.4793809,0.32272682,0.30905315,0.20672472,0.14312667,0.16228876,0.27199763,0.33518118,0.267463,0.2116168,0.2631808
4193_029.wav,822.5950592595983,0.13643562893907563,-277.78632,94.61183,-7.729483,5.7891784,-26.992676,-12.008709,-26.649696,-6.5639844,-15.695663,-6.016854,-8.911705,-4.9626694,-11.16767,-5.7974815,-11.251639,-6.4494095,-9.474638,-7.537314,-7.7356944,-10.2151785,-7.5152907,-6.5146155,-6.5878043,-5.689157,-7.5562134,-6.182497,-7.7009506,-6.9259615,-7.562522,-6.6804824,-3.4038274,3.15249,7.232131,10.837208,9.456069,6.351236,3.6461341,2.95471,3.0396218,0.41468644,0.29216358,0.45006233,0.55893385,0.39545864,0.23664765,0.17443383,0.17165335,0.19527584,0.29918858,0.40811756,0.3104858,0.20830753
4511_008.wav,894.8118957343287,0.16819147478070176,-342.85272,85.81049,45.031307,7.71708,-24.375135,-0.3355915,-35.382057,-18.977417,-21.488947,-16.499634,-15.474057,-9.167323,-11.782556,-9.911567,-8.614551,-12.503389,-6.0348215,-7.828421,-5.689468,-4.2619505,-5.5207806,-2.5876591,-5.522565,-1.1309625,-3.1820426,-1.4300257,-2.0958278,-4.1829977,-1.9542596,-6.0722833,-3.6412742,-2.2531304,-4.621315,-2.950544,-3.2952557,-2.215656,-2.7190175,-3.572567,-3.612332,-3.602823,0.22809674,0.20503192,0.28434443,0.4204529,0.21358426,0.17312363,0.24092323,0.5147013,0.8952509,0.43951917,0.22856617,0.22978958
0994_003.wav,658.127219266926,0.1141955805759804,-333.0108,117.60401,13.635381,-0.75158304,-43.67676,-30.372496,-34.60674,-2.696449,-17.469795,-21.23594,-9.664962,-12.589284,-4.503275,-5.7547674,-10.184072,-4.3119664,-8.548563,1.1703091,-8.628684,-3.6173768,-8.072621,-6.4766307,-5.6871166,-5.5468125,-8.119813,-5.290579,-5.0842404,-4.0461683,-6.4907312,-5.8402247,-4.0711336,2.6371295,7.9708204,11.857959,12.005745,7.501357,2.8195856,1.1557469,0.36130524,-0.24771076,0.40321183,0.54732007,0.43009147,0.2383488,0.23489173,0.19710281,0.20244355,0.2657334,0.28433773,0.22328228,0.131776,0.19982985
4193_096.wav,1085.3564937357635,0.14722945601851853,-121.35589,54.822582,13.711005,13.664274,-26.937378,-23.028572,-16.754963,-31.31488,2.4025874,-13.721432,-4.4810386,-7.2705874,-6.6028447,-4.921725,-12.747589,-5.122924,-10.616124,-7.989321,-10.075448,-6.730257,-11.640181,-5.123598,-10.765214,-5.7140326,-6.4420238,2.2920341,0.15143207,8.137207,4.7859015,7.10039,1.7618632,3.5782075,0.87446815,1.2540706,-0.7942899,-1.400205,-2.1994672,-2.0444777,-3.1371486,-2.7836688,0.30262786,0.29963902,0.2981439,0.3231593,0.3684595,0.3727456,0.35982996,0.2698304,0.18453653,0.18681276,0.18691768,0.25952134
4647_029.wav,1083.7419325772496,0.112528292932243,-278.4365,59.10319,26.943562,16.259686,-7.0360274,-12.177047,-18.51656,-2.7029388,-4.3106475,-4.6463337,-0.98570216,-6.2780123,-10.516782,-7.9066753,-15.258215,-7.7622604,-12.535651,-5.931301,-12.96616,-4.4932256,-12.852215,-4.8198156,-11.378727,-6.5394316,-7.8936553,-6.43509,-7.4792805,-5.9544525,-8.5079565,-5.601418,-7.3869195,-3.69843,-5.110361,-4.0362177,-4.24424,-2.0131018,-2.4740202,-1.7250612,-1.8722106,1.6425447,0.21995547,0.23620602,0.22334518,0.16730143,0.16554578,0.16976538,0.1342235,0.15702029,0.26247263,0.56335795,0.7252316,0.39723298
0879_008.wav,1034.5518184604853,0.14212601273148148,-353.44495,76.51679,1.0277165,0.14571653,-19.25804,-0.47145775,-16.793314,-13.342161,-13.868531,-19.866003,-12.932141,-16.075504,-12.161056,-9.647363,-10.598474,-6.669396,-7.622522,-4.0573077,-5.2651033,-1.1542877,-5.859085,-2.5921254,-6.93912,-4.164447,-5.932041,-4.8976016,-5.5562778,-2.3391545,-4.525874,-2.9552522,-4.72042,-2.8616736,-4.395623,-2.4322107,-3.7971177,-4.2840996,-4.4509435,-0.19669837,7.871589,16.282177,0.38615665,0.19201744,0.22333981,0.27355266,0.20513105,0.28809413,0.3324421,0.19959296,0.19882311,0.26679337,0.585336,0.84965605
5835_052.wav,497.2860535464398,0.05400254991319445,-385.89404,131.2086,11.410955,27.35509,-10.872396,-12.946977,-16.009499,-1.2745277,-8.780592,-8.408883,-6.756046,-11.181933,-10.879161,-9.888424,-13.549062,-9.923368,-13.811432,-10.506382,-12.524199,-9.901408,-9.325473,-9.462565,-9.303469,-7.9773746,-6.980957,-4.7785406,-3.976282,-2.6114283,-1.3706074,3.1246843,6.623406,8.584102,7.461747,3.4160652,0.22745779,1.1748549,1.3223854,1.4474341,-0.25912103,-0.92045444,0.16390362,0.32073322,0.55548936,0.49040556,0.46213743,0.33028948,0.17243159,0.11255915,0.06281139,0.07268037,0.1298336,0.18722571
4464_066.wav,654.0599614788234,0.09628018465909091,-459.1506,112.089424,-16.287579,14.098511,-4.918061,-11.583765,-8.914163,0.33627895,-11.119855,-6.438027,-7.2290306,-3.384535,-11.047624,-7.0293045,-12.164008,-10.016698,-7.7116966,-9.016543,-9.76036,-7.553361,-7.8298235,-5.3442154,-5.013221,-6.1456003,-6.544613,-6.885389,-8.735324,-8.056643,-7.7537303,-5.913065,-1.8832595,2.3343782,4.3076706,3.9329793,4.8284974,6.0749354,7.829204,6.682763,4.216667,1.7934308,0.5699619,0.50609547,0.3640582,0.2934455,0.2517798,0.18761526,0.14387542,0.17878671,0.2709719,0.32649046,0.25986102,0.3583494
